order_id,order_date,customer_id,product_id,category,price,quantity,discount_pct,revenue,sales_channel,country,returned,customer_age,customer_gender
ORD106525,29-07-2023,CUST3395,PROD4292,Accessories,223.86,1,0,223.86,Mobile App,India,0,58,F
ORD106526,26-12-2021,CUST4952,PROD2618,Tops,234.99,1,0,234.99,Website,France,0,31,M
ORD106527,17-03-2023,CUST4736,PROD5127,Dresses,142.45,1,0,142.45,Mobile App,India,0,40,F
ORD106528,10-03-2021,CUST2120,PROD2388,Tops,285.18,1,0,285.18,Website,India,0,38,F
ORD106529,20-03-2023,CUST2634,PROD8475,Outerwear,217.4,1,0,217.4,Marketplace,India,1,39,F
ORD106530,03-02-2020,CUST1916,PROD8794,Bottoms,41.6,1,0,41.6,Website,India,1,48,F
ORD106531,02-07-2022,CUST3736,PROD2032,Footwear,44.11,1,0,44.11,Mobile App,UK,0,43,M
ORD106532,28-11-2022,CUST2465,PROD8108,Bottoms,188.97,1,0,188.97,Mobile App,India,0,57,F
ORD106533,23-08-2022,CUST1334,PROD9137,Outerwear,241.45,1,20,193.16,Website,India,0,54,M
ORD106534,31-08-2020,CUST3824,PROD6508,Accessories,198.89,1,0,198.89,Website,Australia,0,52,F
ORD106535,04-12-2021,CUST3949,PROD2737,Tops,127.96,1,25,95.97,Website,India,0,63,M
ORD106536,02-04-2024,CUST4908,PROD7001,Tops,14.3,1,0,14.3,Website,India,0,35,M
ORD106537,11-11-2020,CUST4032,PROD2392,Footwear,163.54,1,0,163.54,Mobile App,India,0,51,F
ORD106538,25-03-2024,CUST3247,PROD1899,Dresses,150,1,0,150,Website,India,0,29,M
ORD106539,06-02-2020,CUST1100,PROD3644,Footwear,129.96,1,0,129.96,Website,UK,0,51,F
ORD106540,13-09-2023,CUST2055,PROD3141,Activewear,118,1,0,118,Mobile App,India,0,19,M
ORD106541,16-03-2024,CUST3298,PROD3346,Bottoms,62.51,1,0,62.51,Website,India,0,52,F
ORD106542,08-12-2022,CUST1254,PROD4827,Tops,286.37,1,0,286.37,Website,Germany,0,56,F
ORD106543,01-09-2021,CUST2679,PROD8490,Tops,181.26,1,0,181.26,Store Pickup,India,0,20,F
ORD106544,24-08-2024,CUST4090,PROD2269,Tops,291.74,1,0,291.74,Website,India,0,47,F
ORD106545,02-01-2023,CUST2135,PROD9794,Outerwear,222.08,1,0,222.08,Website,UK,0,29,F
ORD106546,09-06-2025,CUST3323,PROD4789,Activewear,276.6,1,0,276.6,Store Pickup,India,1,61,F
ORD106547,18-12-2023,CUST3444,PROD8822,Bottoms,40.61,1,30,28.43,Website,UK,0,28,M
ORD106548,14-01-2021,CUST2474,PROD6938,Tops,108.13,1,0,108.13,Website,India,0,54,U
ORD106549,06-06-2023,CUST1380,PROD1162,Footwear,21.54,1,0,21.54,Mobile App,India,0,24,M
ORD106550,02-03-2020,CUST2835,PROD4817,Dresses,85.29,1,0,85.29,Marketplace,USA,0,18,F
ORD106551,30-08-2022,CUST4423,PROD2075,Footwear,281.31,1,0,281.31,Mobile App,India,0,21,M
ORD106552,21-01-2023,CUST4874,PROD9255,Activewear,201.25,1,0,201.25,Website,UK,0,31,M
ORD106553,05-04-2024,CUST4690,PROD8719,Bottoms,48.91,1,0,48.91,Mobile App,India,0,59,F
ORD106554,16-07-2021,CUST2315,PROD4356,Dresses,278.86,1,5,264.92,Mobile App,India,0,31,F
ORD106555,25-02-2022,CUST4651,PROD9419,Activewear,45.3,1,10,40.77,Website,India,0,30,F
ORD106556,02-08-2021,CUST3009,PROD6367,Bottoms,178.01,1,10,160.21,Website,Australia,0,52,M
ORD106557,05-08-2023,CUST3929,PROD5212,Bottoms,95.83,1,0,95.83,Website,India,0,30,M
ORD106558,27-09-2022,CUST1404,PROD8055,Dresses,160.49,1,0,160.49,Website,India,0,45,U
ORD106559,14-03-2022,CUST2502,PROD5265,Tops,111.86,1,10,100.67,Website,India,0,20,F
ORD106560,13-08-2020,CUST4441,PROD5132,Accessories,29,2,0,58,Website,UK,0,30,F
ORD106561,04-11-2022,CUST1957,PROD5275,Accessories,250.53,1,0,250.53,Mobile App,Germany,0,21,M
ORD106562,24-01-2023,CUST4577,PROD1695,Dresses,164.84,1,0,164.84,Store Pickup,Australia,0,58,F
ORD106563,21-10-2023,CUST3526,PROD3855,Dresses,204.22,1,0,204.22,Website,Australia,0,45,M
ORD106564,03-04-2025,CUST1930,PROD9704,Accessories,82.18,2,0,164.36,Website,India,0,64,F
ORD106565,10-11-2021,CUST3669,PROD1854,Tops,126.39,1,0,126.39,Marketplace,France,0,18,U
ORD106566,18-10-2022,CUST3188,PROD7652,Tops,254.29,1,0,254.29,Website,India,0,32,F
ORD106567,06-09-2023,CUST2903,PROD1336,Tops,43.71,2,0,87.42,Website,India,0,27,F
ORD106568,10-06-2025,CUST2423,PROD1708,Outerwear,81.83,1,20,65.46,Marketplace,UK,0,52,M
ORD106569,03-03-2024,CUST3815,PROD6229,Dresses,8.99,1,0,8.99,Mobile App,India,0,55,F
ORD106570,16-09-2022,CUST2339,PROD2958,Tops,27.86,1,0,27.86,Marketplace,India,0,47,F
ORD106571,18-07-2023,CUST2657,PROD8243,Tops,209.89,1,0,209.89,Website,India,1,29,F
ORD106572,06-07-2020,CUST3791,PROD3175,Footwear,27.31,1,0,27.31,Mobile App,France,0,56,M
ORD106573,11-01-2020,CUST1939,PROD4307,Bottoms,40.96,1,25,30.72,Website,UK,0,58,F
ORD106574,17-01-2024,CUST1531,PROD3366,Tops,111.79,1,10,100.61,Mobile App,UK,0,54,M
ORD106575,06-04-2025,CUST1812,PROD7340,Accessories,135.9,2,0,271.8,Website,Germany,0,56,F
ORD106576,12-01-2023,CUST1243,PROD7392,Accessories,187.34,1,0,187.34,Website,India,0,58,M
ORD106577,16-01-2021,CUST3511,PROD9073,Tops,24.98,1,0,24.98,Marketplace,India,0,31,F
ORD106578,11-01-2021,CUST1383,PROD2921,Footwear,32.95,1,0,32.95,Website,India,0,55,F
ORD106579,17-12-2021,CUST2272,PROD8670,Tops,199.98,1,0,199.98,Website,India,0,55,M
ORD106580,01-09-2023,CUST4323,PROD5807,Tops,273.97,1,0,273.97,Mobile App,India,0,47,F
ORD106581,26-08-2023,CUST3624,PROD2799,Accessories,102.45,1,0,102.45,Mobile App,USA,0,35,M
ORD106582,17-04-2020,CUST4048,PROD9857,Outerwear,29.37,1,0,29.37,Website,UK,0,55,F
ORD106583,23-07-2020,CUST4022,PROD1716,Dresses,156.34,1,0,156.34,Website,USA,0,48,M
ORD106584,28-04-2023,CUST2169,PROD2169,Bottoms,268.49,1,0,268.49,Website,India,0,44,F
ORD106585,27-09-2022,CUST3275,PROD1631,Tops,147.91,1,0,147.91,Website,France,1,30,F
ORD106586,27-04-2023,CUST2712,PROD2581,Tops,195.41,1,0,195.41,Website,India,0,32,M
ORD106587,04-03-2022,CUST1451,PROD9900,Activewear,112.91,1,0,112.91,Store Pickup,Australia,0,51,M
ORD106588,09-10-2021,CUST1151,PROD8420,Footwear,213.35,1,0,213.35,Website,India,0,18,M
ORD106589,06-09-2024,CUST1853,PROD6125,Outerwear,10.89,1,0,10.89,Marketplace,Germany,0,63,F
ORD106590,29-06-2021,CUST3516,PROD4863,Bottoms,190.84,1,0,190.84,Store Pickup,India,0,28,M
ORD106591,22-03-2024,CUST2518,PROD2245,Tops,167.74,1,20,134.19,Mobile App,India,1,44,M
ORD106592,16-05-2023,CUST4226,PROD4711,Bottoms,250.61,1,0,250.61,Website,UK,0,40,F
ORD106593,08-08-2023,CUST4635,PROD7428,Tops,163.05,1,25,122.29,Website,India,1,48,F
ORD106594,30-09-2023,CUST3976,PROD6441,Tops,92.51,1,0,92.51,Mobile App,India,0,32,F
ORD106595,13-02-2022,CUST1121,PROD1775,Dresses,172.81,1,0,172.81,Mobile App,India,0,22,F
ORD106596,11-03-2025,CUST3541,PROD6702,Tops,243.89,1,0,243.89,Website,USA,0,63,U
ORD106597,27-06-2022,CUST3153,PROD6443,Tops,86.64,1,0,86.64,Marketplace,France,0,50,M
ORD106598,27-10-2023,CUST4813,PROD2035,Dresses,190.29,1,0,190.29,Mobile App,UK,0,30,F
ORD106599,19-05-2025,CUST3197,PROD6777,Tops,38.96,1,0,38.96,Mobile App,USA,0,27,F
ORD106600,20-05-2024,CUST3557,PROD9685,Bottoms,274.28,1,0,274.28,Website,India,0,54,M
ORD106601,31-01-2021,CUST1599,PROD2054,Dresses,231.45,1,0,231.45,Website,USA,0,44,F
ORD106602,18-11-2020,CUST4167,PROD9616,Dresses,121.1,1,0,121.1,Store Pickup,India,0,32,F
ORD106603,05-11-2024,CUST4571,PROD2908,Tops,195.87,1,0,195.87,Website,Australia,0,32,M
ORD106604,12-11-2021,CUST3640,PROD1293,Tops,202,2,20,323.2,Website,India,0,53,F
ORD106605,08-12-2022,CUST2110,PROD3306,Tops,156.15,1,0,156.15,Marketplace,India,0,51,U
ORD106606,08-04-2020,CUST1736,PROD6792,Activewear,268.7,1,0,268.7,Website,Germany,0,42,U
ORD106607,18-04-2020,CUST3803,PROD8173,Tops,135.29,1,0,135.29,Website,UK,0,55,M
ORD106608,30-06-2021,CUST3277,PROD5168,Activewear,5.21,1,0,5.21,Website,India,0,51,F
ORD106609,28-10-2020,CUST2673,PROD1106,Bottoms,146.05,1,0,146.05,Mobile App,USA,0,27,F
ORD106610,05-08-2024,CUST4532,PROD6036,Tops,298.92,1,0,298.92,Mobile App,India,0,50,M
ORD106611,22-06-2021,CUST1690,PROD9631,Dresses,155.79,1,0,155.79,Mobile App,India,0,27,M
ORD106612,06-09-2020,CUST4693,PROD6857,Bottoms,41.49,1,15,35.27,Website,India,0,29,M
ORD106613,05-03-2023,CUST1561,PROD6892,Dresses,238.5,1,0,238.5,Store Pickup,India,0,56,F
ORD106614,14-04-2021,CUST1266,PROD5400,Tops,21.72,1,0,21.72,Website,India,0,33,F
ORD106615,17-08-2023,CUST2486,PROD5073,Tops,201.07,1,0,201.07,Marketplace,India,0,32,M
ORD106616,24-02-2023,CUST1182,PROD7966,Dresses,183.16,1,0,183.16,Mobile App,USA,0,65,F
ORD106617,22-04-2022,CUST2548,PROD8770,Tops,265.98,1,0,265.98,Mobile App,India,0,20,M
ORD106618,03-12-2023,CUST2436,PROD9470,Bottoms,287.33,1,0,287.33,Marketplace,India,0,48,F
ORD106619,23-09-2023,CUST3378,PROD6964,Accessories,17.56,1,0,17.56,Website,Germany,0,18,M
ORD106620,28-05-2022,CUST1148,PROD4172,Tops,152.1,1,0,152.1,Mobile App,India,0,35,F
ORD106621,18-06-2020,CUST2320,PROD8019,Bottoms,155.67,1,0,155.67,Website,Germany,0,34,F
ORD106622,23-05-2023,CUST4789,PROD5064,Dresses,83.06,1,0,83.06,Website,India,1,60,F
ORD106623,15-04-2020,CUST4135,PROD2432,Bottoms,38.08,1,0,38.08,Website,USA,0,51,F
ORD106624,28-12-2023,CUST3978,PROD2324,Dresses,135.11,1,0,135.11,Mobile App,India,0,39,M
ORD106625,21-06-2024,CUST2222,PROD3766,Tops,14.74,1,0,14.74,Store Pickup,India,0,44,M
ORD106626,12-11-2023,CUST2635,PROD4032,Tops,39.78,1,15,33.81,Marketplace,India,0,65,M
ORD106627,23-03-2020,CUST3385,PROD1887,Activewear,53.15,1,0,53.15,Mobile App,India,0,40,F
ORD106628,24-11-2021,CUST1146,PROD5344,Activewear,212.51,1,0,212.51,Website,India,0,26,F
ORD106629,08-05-2020,CUST4927,PROD4730,Outerwear,251.93,1,30,176.35,Website,India,0,33,F
ORD106630,18-03-2021,CUST1622,PROD6985,Dresses,41.07,1,0,41.07,Marketplace,USA,0,25,M
ORD106631,18-07-2022,CUST4446,PROD8871,Bottoms,30.15,1,0,30.15,Website,India,0,54,F
ORD106632,23-10-2023,CUST3683,PROD9473,Accessories,189.77,1,0,189.77,Website,USA,0,62,F
ORD106633,27-05-2025,CUST3984,PROD2603,Dresses,99.98,1,30,69.99,Mobile App,India,0,34,M
ORD106634,11-04-2025,CUST2499,PROD6380,Outerwear,275.86,1,0,275.86,Website,India,0,24,F
ORD106635,23-01-2021,CUST3625,PROD4723,Dresses,177.83,1,0,177.83,Mobile App,India,0,25,M
ORD106636,04-12-2022,CUST3112,PROD4443,Outerwear,102.15,1,0,102.15,Website,India,0,65,M
ORD106637,27-01-2022,CUST4369,PROD5868,Footwear,107.51,1,0,107.51,Marketplace,India,1,37,F
ORD106638,31-08-2024,CUST3899,PROD7358,Bottoms,249.41,1,0,249.41,Mobile App,Australia,1,18,M
ORD106639,06-04-2023,CUST2298,PROD3550,Outerwear,157.93,1,0,157.93,Marketplace,France,0,59,M
ORD106640,22-05-2022,CUST1774,PROD1189,Dresses,184.47,1,0,184.47,Website,Germany,0,52,M
ORD106641,13-04-2021,CUST1792,PROD6497,Tops,246.02,2,0,492.04,Website,India,0,65,F
ORD106642,27-04-2023,CUST1897,PROD7031,Bottoms,180.01,1,10,162.01,Marketplace,India,0,52,M
ORD106643,15-11-2020,CUST1987,PROD5448,Tops,40.62,1,0,40.62,Mobile App,India,0,37,M
ORD106644,13-12-2022,CUST1590,PROD8012,Dresses,49.22,1,0,49.22,Store Pickup,Australia,0,20,F
ORD106645,09-02-2023,CUST4123,PROD2122,Tops,110.02,1,15,93.52,Mobile App,India,0,32,F
ORD106646,08-07-2023,CUST3050,PROD7172,Activewear,68.95,1,0,68.95,Website,Germany,0,27,F
ORD106647,14-03-2024,CUST3897,PROD9235,Bottoms,195.61,1,30,136.93,Mobile App,Germany,0,51,M
ORD106648,02-04-2021,CUST4667,PROD9711,Accessories,282.02,1,0,282.02,Mobile App,India,0,39,F
ORD106649,05-08-2022,CUST4341,PROD2218,Footwear,223.51,1,0,223.51,Website,India,0,18,M
ORD106650,17-05-2021,CUST2396,PROD3189,Accessories,145.07,2,0,290.14,Website,India,0,57,F
ORD106651,17-09-2024,CUST3255,PROD9066,Accessories,210.7,2,0,421.4,Website,UK,1,61,F
ORD106652,29-10-2020,CUST3489,PROD9277,Bottoms,194.97,1,0,194.97,Mobile App,Germany,0,43,M
ORD106653,11-08-2022,CUST4579,PROD3744,Accessories,143.53,1,0,143.53,Website,India,0,26,F
ORD106654,13-10-2023,CUST1536,PROD9869,Tops,5.61,1,0,5.61,Mobile App,India,0,34,F
ORD106655,14-04-2023,CUST2178,PROD4971,Tops,62.07,1,15,52.76,Marketplace,India,0,19,F
ORD106656,24-11-2020,CUST4586,PROD8478,Bottoms,104.08,1,0,104.08,Mobile App,France,0,50,U
ORD106657,02-03-2024,CUST4756,PROD5351,Footwear,77.49,2,0,154.98,Marketplace,India,0,19,F
ORD106658,23-04-2020,CUST4340,PROD1084,Bottoms,169.97,1,0,169.97,Mobile App,India,0,46,M
ORD106659,02-02-2022,CUST1050,PROD3943,Accessories,197.37,1,0,197.37,Website,France,0,59,F
ORD106660,19-05-2020,CUST2932,PROD7086,Tops,255.24,1,0,255.24,Mobile App,France,0,61,F
ORD106661,06-03-2020,CUST1225,PROD3339,Tops,69.22,1,20,55.38,Mobile App,Germany,0,31,F
ORD106662,30-10-2022,CUST3925,PROD8278,Accessories,87.64,2,0,175.28,Website,Australia,0,27,F
ORD106663,26-08-2023,CUST3813,PROD1043,Footwear,252.15,1,0,252.15,Website,India,0,36,F
ORD106664,02-10-2023,CUST1520,PROD1057,Footwear,16.09,1,25,12.07,Website,India,0,33,M
ORD106665,29-06-2020,CUST1716,PROD9964,Outerwear,152.61,1,0,152.61,Website,USA,0,40,F
ORD106666,12-02-2021,CUST1308,PROD2656,Outerwear,116.25,1,0,116.25,Website,India,0,35,F
ORD106667,15-12-2023,CUST3024,PROD6004,Bottoms,101.01,1,0,101.01,Mobile App,India,0,26,F
ORD106668,23-10-2022,CUST1576,PROD6224,Outerwear,284.2,1,0,284.2,Website,India,0,34,F
ORD106669,27-08-2024,CUST4425,PROD7123,Accessories,269.46,1,0,269.46,Store Pickup,India,0,28,F
ORD106670,01-09-2023,CUST1625,PROD3468,Activewear,170.67,1,0,170.67,Website,India,0,65,M
ORD106671,12-05-2025,CUST4700,PROD5741,Activewear,12.18,1,0,12.18,Mobile App,France,0,60,M
ORD106672,16-03-2025,CUST1848,PROD6646,Tops,34.44,1,0,34.44,Marketplace,India,0,56,F
ORD106673,05-06-2022,CUST4984,PROD4281,Footwear,53.24,1,0,53.24,Website,Australia,0,59,F
ORD106674,16-01-2022,CUST3878,PROD2255,Dresses,255.14,1,0,255.14,Marketplace,India,0,60,F
ORD106675,13-06-2020,CUST2087,PROD9527,Dresses,163.08,1,0,163.08,Marketplace,India,0,24,F
ORD106676,02-10-2023,CUST4592,PROD5015,Accessories,124.22,1,30,86.95,Mobile App,India,0,18,F
ORD106677,19-12-2020,CUST3993,PROD8937,Activewear,42.86,1,0,42.86,Website,India,0,41,F
ORD106678,17-02-2025,CUST4447,PROD7806,Tops,191.34,2,0,382.68,Website,France,0,52,F
ORD106679,23-07-2022,CUST3877,PROD4151,Accessories,207.28,1,30,145.1,Mobile App,France,0,24,M
ORD106680,02-10-2022,CUST2662,PROD7326,Dresses,122.49,1,0,122.49,Marketplace,USA,1,37,F
ORD106681,25-02-2025,CUST3351,PROD8258,Outerwear,35.2,1,0,35.2,Website,USA,0,22,F
ORD106682,17-10-2024,CUST2823,PROD6311,Tops,171.4,1,15,145.69,Mobile App,France,0,32,F
ORD106683,07-12-2021,CUST3722,PROD9017,Tops,146.12,1,0,146.12,Website,Australia,0,23,M
ORD106684,13-06-2025,CUST1728,PROD6250,Dresses,62.78,1,0,62.78,Mobile App,India,0,65,M
ORD106685,24-10-2022,CUST4430,PROD4187,Dresses,99.63,1,0,99.63,Website,UK,0,53,F
ORD106686,13-10-2022,CUST3743,PROD6173,Tops,95.23,1,0,95.23,Website,Australia,0,61,F
ORD106687,24-11-2024,CUST2133,PROD7640,Bottoms,211.95,1,0,211.95,Marketplace,India,0,49,F
ORD106688,31-10-2023,CUST4666,PROD9174,Accessories,96.6,1,0,96.6,Website,India,0,25,F
ORD106689,01-06-2022,CUST4349,PROD1179,Dresses,162.37,1,0,162.37,Website,France,0,49,M
ORD106690,27-03-2024,CUST2088,PROD8332,Dresses,296.98,1,0,296.98,Website,India,0,36,F
ORD106691,23-12-2021,CUST1069,PROD4709,Tops,62.8,1,0,62.8,Store Pickup,France,0,25,M
ORD106692,12-08-2024,CUST1651,PROD9004,Bottoms,270.53,1,0,270.53,Website,USA,0,39,M
ORD106693,15-01-2023,CUST1616,PROD8903,Footwear,140.34,1,0,140.34,Website,Germany,0,62,F
ORD106694,29-06-2021,CUST1488,PROD9582,Accessories,280.26,1,0,280.26,Website,India,0,18,M
ORD106695,19-12-2023,CUST3024,PROD7532,Footwear,84.07,1,5,79.87,Store Pickup,India,0,19,M
ORD106696,09-01-2021,CUST2920,PROD4581,Tops,100.01,1,0,100.01,Website,India,1,27,M
ORD106697,30-03-2022,CUST3775,PROD9130,Tops,164.75,1,0,164.75,Website,India,0,64,F
ORD106698,10-09-2022,CUST2346,PROD4942,Activewear,71.92,1,0,71.92,Mobile App,India,0,51,M
ORD106699,06-05-2021,CUST3514,PROD7699,Dresses,52.16,1,0,52.16,Store Pickup,India,0,39,F
ORD106700,01-09-2022,CUST3244,PROD4401,Tops,209.2,1,0,209.2,Website,India,0,43,F
ORD106701,11-04-2025,CUST3812,PROD8948,Accessories,158.73,1,0,158.73,Website,USA,0,61,M
ORD106702,26-03-2024,CUST1398,PROD9948,Accessories,198.25,1,25,148.69,Website,Germany,0,49,F
ORD106703,28-07-2023,CUST4786,PROD3531,Footwear,6.88,2,0,13.76,Store Pickup,France,0,29,F
ORD106704,18-08-2022,CUST3415,PROD5734,Dresses,293.27,2,0,586.54,Mobile App,Germany,0,36,F
ORD106705,16-08-2020,CUST2664,PROD2562,Tops,78.71,2,0,157.42,Mobile App,UK,0,59,F
ORD106706,02-02-2022,CUST3226,PROD7677,Dresses,172.92,1,0,172.92,Mobile App,France,1,60,M
ORD106707,16-01-2025,CUST2723,PROD9609,Tops,65.21,1,0,65.21,Marketplace,India,0,54,M
ORD106708,08-06-2022,CUST2574,PROD3914,Dresses,175.31,1,0,175.31,Website,India,0,64,F
ORD106709,31-10-2023,CUST1292,PROD8240,Bottoms,241.87,1,0,241.87,Website,USA,0,62,M
ORD106710,21-09-2024,CUST3931,PROD5494,Dresses,204.23,1,20,163.38,Website,India,1,46,F
ORD106711,10-11-2022,CUST4999,PROD9692,Tops,34.2,1,30,23.94,Website,India,0,48,M
ORD106712,29-10-2023,CUST1258,PROD1302,Tops,214.2,1,0,214.2,Store Pickup,India,0,29,F
ORD106713,14-03-2023,CUST4320,PROD7039,Dresses,8.03,1,30,5.62,Store Pickup,India,0,52,U
ORD106714,29-04-2023,CUST3066,PROD7712,Tops,10.71,1,0,10.71,Website,India,0,58,F
ORD106715,28-06-2021,CUST1261,PROD7100,Tops,110.55,1,0,110.55,Store Pickup,Australia,0,26,U
ORD106716,16-03-2023,CUST3592,PROD1685,Tops,121.28,1,0,121.28,Website,India,0,46,U
ORD106717,27-03-2024,CUST4098,PROD3612,Tops,88.03,2,0,176.06,Mobile App,India,0,60,M
ORD106718,19-08-2021,CUST3591,PROD8065,Footwear,240.64,1,0,240.64,Website,India,0,62,U
ORD106719,28-07-2020,CUST2313,PROD3201,Dresses,288.68,1,0,288.68,Website,India,0,41,M
ORD106720,23-10-2022,CUST2405,PROD7692,Outerwear,235.85,1,0,235.85,Mobile App,USA,0,26,M
ORD106721,20-12-2020,CUST3409,PROD3011,Outerwear,296.46,1,0,296.46,Store Pickup,India,0,31,M
ORD106722,10-05-2023,CUST3382,PROD9155,Tops,77.19,1,0,77.19,Mobile App,Australia,0,60,M
ORD106723,14-08-2023,CUST1252,PROD7495,Tops,153.97,1,0,153.97,Website,Australia,0,47,M
ORD106724,15-05-2020,CUST2685,PROD7301,Outerwear,294.71,2,0,589.42,Website,India,0,42,F
ORD106725,18-10-2023,CUST1674,PROD5324,Tops,137.89,1,25,103.42,Mobile App,France,0,50,M
ORD106726,31-12-2020,CUST3595,PROD8574,Tops,140.2,1,30,98.14,Website,Australia,0,53,U
ORD106727,16-08-2024,CUST2807,PROD2842,Bottoms,70.38,1,0,70.38,Marketplace,Germany,0,47,F
ORD106728,02-03-2025,CUST3449,PROD1182,Accessories,156.32,2,0,312.64,Store Pickup,India,0,24,M
ORD106729,12-02-2023,CUST4806,PROD3803,Dresses,260.36,1,10,234.32,Store Pickup,India,0,25,U
ORD106730,17-12-2020,CUST1715,PROD1546,Tops,171.02,1,20,136.82,Store Pickup,India,0,57,M
ORD106731,28-07-2022,CUST1007,PROD8978,Footwear,279.75,1,5,265.76,Store Pickup,India,0,18,F
ORD106732,21-02-2021,CUST1697,PROD9893,Outerwear,53.09,1,15,45.13,Marketplace,India,0,37,M
ORD106733,09-04-2022,CUST1179,PROD1354,Dresses,241.03,1,0,241.03,Mobile App,India,0,56,F
ORD106734,04-11-2024,CUST4953,PROD3778,Dresses,260.01,1,0,260.01,Mobile App,India,0,35,M
ORD106735,05-04-2020,CUST3754,PROD4054,Tops,192.66,1,0,192.66,Website,France,0,47,F
ORD106736,06-08-2024,CUST3786,PROD9045,Tops,221.69,1,0,221.69,Website,France,0,32,F
ORD106737,17-04-2020,CUST1307,PROD4054,Bottoms,83.66,1,0,83.66,Marketplace,India,0,30,F
ORD106738,20-01-2020,CUST2684,PROD6435,Footwear,289.47,1,10,260.52,Mobile App,UK,0,29,U
ORD106739,31-05-2023,CUST1202,PROD7396,Outerwear,98.32,1,0,98.32,Website,India,0,65,F
ORD106740,29-08-2020,CUST1889,PROD3222,Tops,117.44,1,0,117.44,Marketplace,India,1,60,M
ORD106741,10-10-2023,CUST3261,PROD2107,Dresses,141.05,1,25,105.79,Mobile App,USA,0,18,F
ORD106742,11-05-2024,CUST1605,PROD5591,Tops,297.58,1,0,297.58,Website,India,0,57,M
ORD106743,13-08-2023,CUST2849,PROD7203,Activewear,78.35,1,0,78.35,Website,India,0,60,M
ORD106744,23-11-2021,CUST2189,PROD1685,Tops,295.17,1,25,221.38,Website,UK,0,47,F
ORD106745,14-02-2023,CUST4257,PROD7857,Dresses,35.26,1,0,35.26,Website,India,1,28,F
ORD106746,20-07-2023,CUST1084,PROD4808,Dresses,59.11,1,25,44.33,Website,India,0,25,F
ORD106747,10-04-2020,CUST1207,PROD3841,Accessories,266.42,1,0,266.42,Website,France,0,51,F
ORD106748,03-08-2020,CUST2369,PROD2876,Accessories,36,1,0,36,Website,India,0,23,M
ORD106749,27-01-2025,CUST2613,PROD3886,Activewear,260.26,1,0,260.26,Marketplace,India,0,48,F
ORD106750,06-09-2022,CUST4895,PROD2462,Bottoms,94.27,2,25,141.41,Mobile App,India,0,30,M
ORD106751,22-12-2023,CUST3130,PROD4715,Dresses,210.49,1,0,210.49,Website,India,0,31,F
ORD106752,24-09-2024,CUST1616,PROD5772,Footwear,120.6,1,0,120.6,Mobile App,India,0,19,M
ORD106753,17-02-2020,CUST1059,PROD2745,Activewear,71.03,2,0,142.06,Store Pickup,India,0,46,M
ORD106754,19-02-2024,CUST2764,PROD8522,Outerwear,80.06,1,0,80.06,Store Pickup,France,0,40,F
ORD106755,15-12-2023,CUST4326,PROD1218,Bottoms,252.99,1,0,252.99,Website,India,0,53,M
ORD106756,19-06-2025,CUST4637,PROD3015,Activewear,281.5,1,20,225.2,Mobile App,India,0,35,F
ORD106757,19-11-2024,CUST1987,PROD1152,Bottoms,141.97,1,0,141.97,Mobile App,India,0,39,M
ORD106758,02-11-2020,CUST3261,PROD8913,Bottoms,94.15,1,0,94.15,Website,India,0,42,F
ORD106759,13-12-2023,CUST1814,PROD7453,Tops,74.01,1,0,74.01,Website,Australia,0,62,M
ORD106760,16-10-2021,CUST3313,PROD4752,Tops,111.34,1,0,111.34,Mobile App,India,0,58,F
ORD106761,05-11-2023,CUST1573,PROD2421,Dresses,135.86,1,0,135.86,Marketplace,UK,0,65,M
ORD106762,11-10-2020,CUST2758,PROD7907,Tops,17.66,1,0,17.66,Website,India,0,58,F
ORD106763,06-10-2022,CUST3462,PROD9334,Accessories,291.32,1,0,291.32,Website,India,0,31,F
ORD106764,21-08-2024,CUST3925,PROD9530,Accessories,246.89,1,0,246.89,Marketplace,India,0,59,F
ORD106765,27-11-2020,CUST2458,PROD3731,Bottoms,218.55,1,5,207.62,Mobile App,Germany,0,65,F
ORD106766,16-03-2021,CUST1265,PROD4187,Tops,110.04,1,0,110.04,Mobile App,USA,0,22,F
ORD106767,25-04-2021,CUST4153,PROD2042,Outerwear,59.7,1,0,59.7,Website,India,0,62,M
ORD106768,02-08-2020,CUST2222,PROD6953,Dresses,131.1,1,20,104.88,Mobile App,UK,1,25,F
ORD106769,04-03-2025,CUST4789,PROD5316,Footwear,269.84,1,0,269.84,Mobile App,Germany,0,60,F
ORD106770,22-11-2020,CUST2452,PROD5985,Outerwear,165.98,1,30,116.19,Marketplace,Australia,0,20,M
ORD106771,09-01-2022,CUST2337,PROD2819,Tops,259,1,0,259,Website,Germany,1,61,F
ORD106772,28-08-2021,CUST2959,PROD2532,Tops,99.18,1,0,99.18,Website,USA,0,25,F
ORD106773,09-04-2024,CUST3399,PROD6061,Outerwear,273.04,1,0,273.04,Website,India,0,45,M
ORD106774,19-01-2020,CUST2778,PROD4437,Tops,212.36,1,0,212.36,Website,India,0,60,F
ORD106775,08-06-2025,CUST4954,PROD2006,Bottoms,192.29,1,0,192.29,Store Pickup,India,0,39,F
ORD106776,14-12-2024,CUST2090,PROD3954,Dresses,97.52,1,15,82.89,Marketplace,India,0,58,M
ORD106777,26-01-2025,CUST2602,PROD5199,Bottoms,70.32,1,0,70.32,Store Pickup,Germany,1,37,M
